Model,Pipeline,Train_score,Test_score,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,DataTime
"Lasso(alpha=0.0, max_iter=2300, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2300, random_state=1,
                       warm_start=True))])",0.863048797,0.857304528,0,2300,cyclic,CYCLE1,,,,,,,12:33.8
"Lasso(alpha=0.0, max_iter=2300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2300, random_state=1,
                       selection='random', warm_start=True))])",0.864955587,0.859143994,0,2300,random,CYCLE1,,,,,,,12:34.0
"Lasso(alpha=0.0, max_iter=2350, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2350, random_state=1,
                       warm_start=True))])",0.863065232,0.85728944,0,2350,cyclic,CYCLE1,,,,,,,12:34.1
"Lasso(alpha=0.0, max_iter=2350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2350, random_state=1,
                       selection='random', warm_start=True))])",0.864979364,0.859175773,0,2350,random,CYCLE1,,,,,,,12:34.3
"Lasso(alpha=0.0, max_iter=2400, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2400, random_state=1,
                       warm_start=True))])",0.863081692,0.857275379,0,2400,cyclic,CYCLE1,,,,,,,12:34.5
"Lasso(alpha=0.0, max_iter=2400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2400, random_state=1,
                       selection='random', warm_start=True))])",0.865002819,0.859172561,0,2400,random,CYCLE1,,,,,,,12:34.7
"Lasso(alpha=0.0, max_iter=2450, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2450, random_state=1,
                       warm_start=True))])",0.863098178,0.857262315,0,2450,cyclic,CYCLE1,,,,,,,12:34.9
"Lasso(alpha=0.0, max_iter=2450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2450, random_state=1,
                       selection='random', warm_start=True))])",0.865027219,0.859162283,0,2450,random,CYCLE1,,,,,,,12:35.1
"Lasso(alpha=0.0, max_iter=2500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2500, random_state=1,
                       warm_start=True))])",0.863114688,0.857250215,0,2500,cyclic,CYCLE1,,,,,,,12:35.3
"Lasso(alpha=0.0, max_iter=2500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2500, random_state=1,
                       selection='random', warm_start=True))])",0.865050067,0.859187218,0,2500,random,CYCLE1,,,,,,,12:35.4
"Lasso(alpha=0.0, max_iter=2550, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2550, random_state=1,
                       warm_start=True))])",0.863131222,0.857239047,0,2550,cyclic,CYCLE1,,,,,,,12:35.6
"Lasso(alpha=0.0, max_iter=2550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2550, random_state=1,
                       selection='random', warm_start=True))])",0.865071721,0.859179906,0,2550,random,CYCLE1,,,,,,,12:35.8
"Lasso(alpha=0.0, max_iter=2600, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2600, random_state=1,
                       warm_start=True))])",0.863147778,0.857228778,0,2600,cyclic,CYCLE1,,,,,,,12:36.0
"Lasso(alpha=0.0, max_iter=2600, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2600, random_state=1,
                       selection='random', warm_start=True))])",0.865091163,0.859219034,0,2600,random,CYCLE1,,,,,,,12:36.2
"Lasso(alpha=0.0, max_iter=2650, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2650, random_state=1,
                       warm_start=True))])",0.863164355,0.857219376,0,2650,cyclic,CYCLE1,,,,,,,12:36.4
"Lasso(alpha=0.0, max_iter=2650, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2650, random_state=1,
                       selection='random', warm_start=True))])",0.865114265,0.859218084,0,2650,random,CYCLE1,,,,,,,12:36.6
"Lasso(alpha=0.0, max_iter=2700, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2700, random_state=1,
                       warm_start=True))])",0.863180952,0.857210806,0,2700,cyclic,CYCLE1,,,,,,,12:36.8
"Lasso(alpha=0.0, max_iter=2700, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2700, random_state=1,
                       selection='random', warm_start=True))])",0.865136594,0.859222561,0,2700,random,CYCLE1,,,,,,,12:37.0
"Lasso(alpha=0.0, max_iter=2750, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2750, random_state=1,
                       warm_start=True))])",0.863197566,0.857203036,0,2750,cyclic,CYCLE1,,,,,,,12:37.2
"Lasso(alpha=0.0, max_iter=2750, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2750, random_state=1,
                       selection='random', warm_start=True))])",0.865160857,0.8592526,0,2750,random,CYCLE1,,,,,,,12:37.5
"Lasso(alpha=0.0, max_iter=2800, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2800, random_state=1,
                       warm_start=True))])",0.863214197,0.857196034,0,2800,cyclic,CYCLE1,,,,,,,12:37.7
"Lasso(alpha=0.0, max_iter=2800, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2800, random_state=1,
                       selection='random', warm_start=True))])",0.865184893,0.859264411,0,2800,random,CYCLE1,,,,,,,12:37.9
"Lasso(alpha=0.0, max_iter=2850, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2850, random_state=1,
                       warm_start=True))])",0.863230842,0.85718977,0,2850,cyclic,CYCLE1,,,,,,,12:38.1
"Lasso(alpha=0.0, max_iter=2850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2850, random_state=1,
                       selection='random', warm_start=True))])",0.865208684,0.859269746,0,2850,random,CYCLE1,,,,,,,12:38.3
"Lasso(alpha=0.0, max_iter=2900, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2900, random_state=1,
                       warm_start=True))])",0.8632475,0.85718421,0,2900,cyclic,CYCLE1,,,,,,,12:38.5
"Lasso(alpha=0.0, max_iter=2900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2900, random_state=1,
                       selection='random', warm_start=True))])",0.865231715,0.859308345,0,2900,random,CYCLE1,,,,,,,12:38.7
"Lasso(alpha=0.0, max_iter=2950, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2950, random_state=1,
                       warm_start=True))])",0.863264168,0.857179327,0,2950,cyclic,CYCLE1,,,,,,,12:38.9
"Lasso(alpha=0.0, max_iter=2950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=2950, random_state=1,
                       selection='random', warm_start=True))])",0.865253512,0.859291482,0,2950,random,CYCLE1,,,,,,,12:39.1
"Lasso(alpha=0.0, max_iter=3000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3000, random_state=1,
                       warm_start=True))])",0.863280846,0.85717509,0,3000,cyclic,CYCLE1,,,,,,,12:39.4
"Lasso(alpha=0.0, max_iter=3000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3000, random_state=1,
                       selection='random', warm_start=True))])",0.865273772,0.859348384,0,3000,random,CYCLE1,,,,,,,12:39.6
"Lasso(alpha=0.0, max_iter=3050, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3050, random_state=1,
                       warm_start=True))])",0.863297531,0.857171472,0,3050,cyclic,CYCLE1,,,,,,,12:39.8
"Lasso(alpha=0.0, max_iter=3050, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3050, random_state=1,
                       selection='random', warm_start=True))])",0.865297335,0.859323509,0,3050,random,CYCLE1,,,,,,,12:40.0
"Lasso(alpha=0.0, max_iter=3100, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3100, random_state=1,
                       warm_start=True))])",0.863314222,0.857168444,0,3100,cyclic,CYCLE1,,,,,,,12:40.2
"Lasso(alpha=0.0, max_iter=3100, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3100, random_state=1,
                       selection='random', warm_start=True))])",0.865319103,0.859330992,0,3100,random,CYCLE1,,,,,,,12:40.4
"Lasso(alpha=0.0, max_iter=3150, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3150, random_state=1,
                       warm_start=True))])",0.863330917,0.85716598,0,3150,cyclic,CYCLE1,,,,,,,12:40.7
"Lasso(alpha=0.0, max_iter=3150, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3150, random_state=1,
                       selection='random', warm_start=True))])",0.865341231,0.859332192,0,3150,random,CYCLE1,,,,,,,12:40.9
"Lasso(alpha=0.0, max_iter=3200, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3200, random_state=1,
                       warm_start=True))])",0.863347615,0.857164056,0,3200,cyclic,CYCLE1,,,,,,,12:41.1
"Lasso(alpha=0.0, max_iter=3200, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3200, random_state=1,
                       selection='random', warm_start=True))])",0.865360837,0.859377545,0,3200,random,CYCLE1,,,,,,,12:41.4
"Lasso(alpha=0.0, max_iter=3250, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3250, random_state=1,
                       warm_start=True))])",0.863364315,0.857162646,0,3250,cyclic,CYCLE1,,,,,,,12:41.7
"Lasso(alpha=0.0, max_iter=3250, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3250, random_state=1,
                       selection='random', warm_start=True))])",0.865379497,0.859426502,0,3250,random,CYCLE1,,,,,,,12:41.9
"Lasso(alpha=0.0, max_iter=3300, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3300, random_state=1,
                       warm_start=True))])",0.863381015,0.857161727,0,3300,cyclic,CYCLE1,,,,,,,12:42.2
"Lasso(alpha=0.0, max_iter=3300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3300, random_state=1,
                       selection='random', warm_start=True))])",0.865400033,0.859431257,0,3300,random,CYCLE1,,,,,,,12:42.4
"Lasso(alpha=0.0, max_iter=3350, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3350, random_state=1,
                       warm_start=True))])",0.863397714,0.857161276,0,3350,cyclic,CYCLE1,,,,,,,12:42.7
"Lasso(alpha=0.0, max_iter=3350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3350, random_state=1,
                       selection='random', warm_start=True))])",0.865419355,0.859444887,0,3350,random,CYCLE1,,,,,,,12:43.0
"Lasso(alpha=0.0, max_iter=3400, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3400, random_state=1,
                       warm_start=True))])",0.86341441,0.857161273,0,3400,cyclic,CYCLE1,,,,,,,12:43.3
"Lasso(alpha=0.0, max_iter=3400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3400, random_state=1,
                       selection='random', warm_start=True))])",0.865437997,0.85946343,0,3400,random,CYCLE1,,,,,,,12:43.5
"Lasso(alpha=0.0, max_iter=3450, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3450, random_state=1,
                       warm_start=True))])",0.863431103,0.857161695,0,3450,cyclic,CYCLE1,,,,,,,12:43.8
"Lasso(alpha=0.0, max_iter=3450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=3450, random_state=1,
                       selection='random', warm_start=True))])",0.865458144,0.859454552,0,3450,random,CYCLE1,,,,,,,12:44.1
